"","time","S","I","R","Total"
"100072",1000,15780.7240656636,8.14178625095559e-36,984219.275934337,98.4219275934334
"100073",1000,15009.7766663205,7.79272870761752e-36,984990.22333368,98.499022333368
"100074",1000,14276.5966290831,7.50673015206169e-36,985723.403370917,98.5723403370918
"100075",1000,13579.3206543671,7.20629678556596e-36,986420.679345633,98.6420679345632
"100076",1000,12916.1790156725,6.96042791051472e-36,987083.820984327,98.7083820984326
"100077",1000,12285.490655013,6.73932437629235e-36,987714.50934499,98.7714509344987
"100078",1000,11685.6585603545,6.49499141432533e-36,988314.341439645,98.8314341439645
"100079",1000,11115.1654055999,6.3048130400749e-36,988884.834594399,98.8884834594399
"100080",1000,10572.5694353076,6.12427015033354e-36,989427.430564694,98.9427430564691
"100081",1000,10056.5005778092,5.92776329361667e-36,989943.49942219,98.994349942219
"100082",1000,9565.65677142672,5.77247319365746e-36,990434.343228574,99.0434343228571
"100083",1000,9098.80048943497,5.62492342380656e-36,990901.199510564,99.0901199510565
"100084",1000,8654.76381944925,5.4721472371995e-36,991345.236180551,99.1345236180552
"100085",1000,8232.42105800652,5.350359006142e-36,991767.578941993,99.1767578941992
"100086",1000,7830.70389765424,5.22182871105742e-36,992169.296102344,99.2169296102345
"100087",1000,7448.60659616488,5.09926124644395e-36,992551.393403834,99.2551393403836
"100088",1000,7085.16708376248,4.97168399643852e-36,992914.832916236,99.2914832916237
"100089",1000,6739.47391966918,4.87434243290331e-36,993260.526080329,99.3260526080331
