"","time","S","I","R","Itotal","V1","V2","N","N_per","S_per","I_per","R_per","V1_per","V2_per","Itotal_per"
"48",48,277518215.548827,84.3048706660752,171.26255724733,265.271723086046,5463199.63000535,12208328.0481448,295189998.794406,100,94.0134207399465,2.85595281040643e-05,5.8017737032687e-05,1.8507400834438,4.13575259934456,8.98647393778416e-05
"49",49,277186570.831406,92.3059777069352,187.914700787591,290.921990351276,5476860.95479267,12530330.6230197,295194042.629897,100,93.8997848201605,3.1269593683049e-05,6.36580261286613e-05,1.85534264377393,4.24477760844577,9.85527986132236e-05
"50",50,276856704.985799,101.055191623417,206.143948421883,318.994296134991,5489585.852294,12851488.4835531,295198086.520786,100,93.7867545988664,3.42330103878575e-05,6.98324134995259e-05,1.85962785768514,4.35351347802458,0.000108061098869125
"51",51,276528612.945684,110.621512226514,226.097556542454,349.714061366006,5501438.87727668,13171741.9250427,295202130.467072,100,93.6743283350148,3.74731415560881e-05,7.65907604341202e-05,1.86361760620503,4.46193999487816,0.000118465967983593
"52",52,276202289.307801,121.080221056624,247.936345438355,383.327407821218,5512480.13428184,13491036.0101066,295206174.468756,100,93.5625041735141,4.10154771574532e-05,8.39875202083878e-05,1.86733226166489,4.57003856182366,0.000129850741947062
"53",53,275877728.35583,132.513446139215,271.835932583973,420.103034901464,5522765.58441061,13809320.2362213,295210218.52584,100,93.4512801533262,4.48878249543439e-05,9.20821555369631e-05,1.8707907917243,4.67779208496895,0.00014230640016436
"54",54,275554924.08233,145.010776903133,297.988076669719,460.334264467059,5532347.33096136,14126548.2261792,295214262.638324,100,93.3406542149085,4.91205186386235e-05,0.000100939593502904,1.87401085622317,4.78518486875618,0.000155932257592523
"55",55,275233870.208874,158.669933665205,326.602142199533,504.341268603431,5541273.88537593,14442677.4398828,295218306.806208,100,93.230624207037,5.37466444346764e-05,0.000110630721289898,1.87700889735589,4.89220251824136,0.00017083671878604
"56",56,274914560.204447,173.59749646696,357.906695341308,552.473496487886,5549590.41485216,14757668.906003,295222351.029494,100,93.1211878930474,5.88022877880328e-05,0.000121232926332719,1.87980022362797,4.99883184811052,0.000187138099321176
"57",57,274596987.302225,189.909698464286,392.151242652528,605.112317941628,5557338.97288688,15071486.9721287,295226395.308182,100,93.0123429565226,6.43268018992821e-05,0.000132830684818398,1.88239908802384,5.10506079796686,0.000204965520549056
"58",58,274281144.514801,207.733289521414,429.608125320664,662.673902786333,5564558.71392571,15384099.0721316,295230439.642273,100,92.9040870064563,7.03631000154057e-05,0.000145516202814728,1.88481876078504,5.2108783534558,0.000224459884146529
"59",59,273967024.647938,227.206476149765,470.574582663114,725.612356792219,5571286.09321564,15695475.509555,295234484.031768,100,92.7964175819173,7.6957973556137e-05,0.000159390114676604,1.88707159717025,5.31627447282417,0.000245774933497993
"60",60,273654620.312922,248.47994446321,515.374999832354,794.423136816108,5577555.05288026,16005589.25592,295238528.476667,100,92.6893321562364,8.41624383325864e-05,0.00017456224378692,1.88916910054342,5.42124001853808,0.000269078409554156
"61",61,273343923.937558,271.717973397706,564.363355976495,869.646769695479,5583397.19516752,16314415.762916,295242572.976971,100,92.5828281407367,9.20321113103497e-05,0.000191152431130085,1.89112198111179,5.52576669360909,0.000294553309479291
"62",62,273034927.775875,297.099646068878,617.92589052257,951.872901601488,5588841.94375424,16621932.7875156,295246617.532681,100,92.4769028880245,0.000100627620580951,0.000209291437675546,1.89294021061413,5.62984698230309,0.000322399257121421
"63",63,272727623.916575,324.820167820136,676.484006789241,1041.74470687458,5593916.69393074,16928120.2291181,295250662.143798,100,92.3715536948554,0.000110015051435155,0.00022912192706947,1.89463307323805,5.73347409492802,0.000352833995124866
"64",64,272422004.290269,355.092300250782,740.497433807478,1139.96368788645,5598646.9524322,17232959.9778878,295254706.810323,100,92.2667778045882,0.000120266431680935,0.000250799535698236,1.89620921302666,5.83664191641779,0.000386095009357053
"65",65,272118060.675525,388.147921313157,810.467669043594,1247.29490020837,5603056.46763036,17536435.7735101,295258751.532256,100,92.1625724092372,0.000131460259619351,0.000274494037801638,1.89767667801652,5.93934495844886,0.000422441297247072
"66",66,271815784.703755,424.239722435517,886.941726690927,1364.57264033704,5607167.35075023,17838533.073643,295262796.309598,100,92.0589346511313,0.000143682078385074,0.000300390613980681,1.89904296133226,6.0415783148441,0.000462155292638433
"67",67,271515167.862959,463.643054568613,970.516218337724,1492.70663645456,5611000.18873043,18139238.9313873,295266841.142349,100,91.9558616241843,0.000157025100676675,0.000328691232169153,1.90031503944777,6.14333762003513,0.000505544960849471
"68",68,271216201.500327,506.657936075185,1061.84179514385,1632.6887862006,5614574.14930328,18438541.88115,295270886.030512,100,91.8533503747814,0.000171590888247218,0.000359616150924588,1.90149940780924,6.24461901037024,0.000552946078819259
"69",69,270918876.823722,553.611236489321,1161.62798318328,1785.60048923585,5617907.07883087,18736431.8323123,295274930.974085,100,91.7513979022823,0.000187490090900371,0.000393405555748054,1.90260211400199,6.34541908806904,0.000604724716502454
