"","time","S","I","R","V","Total"
"153",152,27.4164050546909,0.155328438779823,72.4280665065293,10.7,61.8834949453092
"154",153,27.4130164514379,0.143769570702315,72.4430139778598,10.7,61.8868835485621
"155",154,27.4098820465657,0.133068930646038,72.4568490227883,10.7,61.8900179534344
"156",155,27.4069826739229,0.123163074382518,72.4696542516946,10.7,61.8929173260772
"157",156,27.4043006263037,0.113993207763562,72.4815061659328,10.7,61.8955993736964
"158",157,27.401819542433,0.105504851680366,72.4924756058867,10.7,61.8980804575671
"159",158,27.3995243029803,0.097647530320907,72.5026281666988,10.7,61.9003756970198
"160",159,27.3974009348426,0.0903744812298657,72.5120245839276,10.7,61.9024990651575
"161",160,27.395436523007,0.0836423857523702,72.5207210912407,10.7,61.9044634769931
"162",161,27.3936191293646,0.0774111185190336,72.5287697521164,10.7,61.9062808706355
"163",162,27.3919377179036,0.0716435147044884,72.536218767392,10.7,61.9079622820965
"164",163,27.3903820857593,0.0663051538643935,72.5431127603763,10.7,61.9095179142407
"165",164,27.3889427996451,0.0613641592263375,72.5494930411286,10.7,61.910957200355
"166",165,27.387611137228,0.056791011377926,72.5553978513941,10.7,61.912288862772
"167",166,27.3863790330527,0.0525583753604236,72.5608625915869,10.7,61.9135209669473
"168",167,27.3852390286478,0.0486409402385148,72.5659200311137,10.7,61.9146609713523
"169",168,27.3841842264822,0.0450152702759803,72.5706005032419,10.7,61.9157157735179
"170",169,27.3832082474661,0.0416596669033458,72.5749320856306,10.7,61.916691752534
"171",170,27.382305191716,0.0385540407168594,72.5789407675672,10.7,61.9175948082841
"172",171,27.3814696023266,0.0356797927985345,72.5826506048749,10.7,61.9184303976734
"173",172,27.3806964319147,0.0330197046945338,72.5860838633908,10.7,61.9192035680854
"174",173,27.3799810117175,0.0305578364339345,72.5892611518486,10.7,61.9199189882826
"175",174,27.3793190230467,0.0282794320120127,72.5922015449413,10.7,61.9205809769534
"176",175,27.3787064709157,0.0261708318017158,72.5949226972826,10.7,61.9211935290843
"177",176,27.3781396596709,0.0242193913940586,72.5974409489351,10.7,61.9217603403292
"178",177,27.3776151704724,0.0224134064029115,72.5997714231247,10.7,61.9222848295276
"179",178,27.3771298404826,0.0207420428021384,72.6019281167153,10.7,61.9227701595174
"180",179,27.3766807436298,0.0191952723934303,72.6039239839768,10.7,61.9232192563702
"181",180,27.3762651728272,0.0177638130315544,72.6057710141412,10.7,61.9236348271728
"182",181,27.3758806235353,0.0164390732602327,72.6074803032045,10.7,61.9240193764647
"183",182,27.375524778565,0.015213101036567,72.6090621203985,10.7,61.9243752214351
"184",183,27.3751954940272,0.0140785362449634,72.6105259697278,10.7,61.9247045059728
"185",184,27.3748907863412,0.0130285667229609,72.6118806469359,10.7,61.9250092136589
"186",185,27.3746088202209,0.0120568875413489,72.6131342922377,10.7,61.9252911797791
"187",186,27.3743478975662,0.0111576632995487,72.6142944391342,10.7,61.9255521024338
"188",187,27.3741064471886,0.010325493214529,72.6153680595969,10.7,61.9257935528115
"189",188,27.3738830153096,0.00955537879760869,72.6163616058928,10.7,61.9260169846904
"190",189,27.3736762567732,0.00884269392844379,72.6172810492984,10.7,61.9262237432268
"191",190,27.3734849269175,0.00818315714938914,72.6181319159332,10.7,61.9264150730826
"192",191,27.3733078740563,0.00757280601632269,72.6189193199274,10.7,61.9265921259437
"193",192,27.3731440325256,0.00700797335400271,72.6196479941204,10.7,61.9267559674744
"194",193,27.3729924162501,0.00648526527514912,72.6203223184748,10.7,61.92690758375
"195",194,27.3728521127929,0.0060015408327632,72.6209463463744,10.7,61.9270478872072
"196",195,27.3727222778507,0.00555389318477828,72.6215238289646,10.7,61.9271777221494
"197",196,27.3726021301612,0.00513963215902048,72.6220582376798,10.7,61.9272978698389
"198",197,27.3724909467922,0.00475626811470102,72.6225527850931,10.7,61.9274090532079
"199",198,27.3723880587827,0.00440149700430566,72.623010444213,10.7,61.9275119412173
"200",199,27.372292847111,0.00407318654683447,72.6234339663422,10.7,61.9276071528891
"201",200,27.3722047389637,0.00376936342991637,72.6238258976064,10.7,61.9276952610364
