"","time","S","I","R","Total"
"112",112,6.59548710785583,2.77839449220618,90.626118399938,93.4045128921441
"113",113,6.54287195920418,2.56402840430908,90.8930996364867,93.4571280407958
"114",114,6.49469242930373,2.36584418070089,91.1394633899954,93.5053075706962
"115",115,6.4505547034696,2.18267636009871,91.3667689364316,93.5494452965304
"116",116,6.41010282685529,2.01343439529602,91.5764627778486,93.5898971731446
"117",117,6.37301466000707,1.85709936881052,91.7698859711823,93.6269853399929
"118",118,6.33899831953475,1.71272055998935,91.9482811204758,93.6610016804652
"119",119,6.30778903931753,1.57941193907938,92.1127990216031,93.6922109606824
"120",120,6.27914639696405,1.45634864774819,92.2645049552877,93.7208536030359
"121",121,6.25285185813824,1.34276351238765,92.4043846294741,93.7471481418617
"122",122,6.22870659806144,1.23794362575024,92.5333497761883,93.7712934019385
"123",123,6.20652956519802,1.14122702367495,92.652243411127,93.7934704348019
"124",124,6.18615575697782,1.05199947650648,92.7618447665156,93.8138442430221
"125",125,6.16743468158592,0.969691408953527,92.8628739094605,93.832565318414
"126",126,6.15022898298996,0.893774957911067,92.9559960590989,93.84977101701
"127",127,6.13441321052377,0.823761172888371,93.0418256165878,93.8655867894762
"128",128,6.11987271546596,0.75919736213931,93.1209299223947,93.880127284534
"129",129,6.10650265957234,0.699664584741762,93.1938327556858,93.8934973404276
"130",130,6.09420712363983,0.644775286362413,93.2610175899977,93.9057928763601
"131",131,6.08289830446931,0.594171075978915,93.3229306195517,93.9171016955306
"132",132,6.07249579044634,0.547520639415858,93.3799835701377,93.9275042095536
"133",133,6.06292590720427,0.504517784798453,93.4325563079972,93.9370740927957
"134",134,6.05412112584644,0.464879614534253,93.4809992596192,93.9458788741535
"135",135,6.04601952710355,0.428344818071143,93.5256356548252,93.9539804728964
"136",136,6.03856431558891,0.394672079490273,93.5667636049208,93.961435684411
"137",137,6.03170337899503,0.36363859390783,93.6046580270971,93.9682966210049
"138",138,6.02538888766789,0.335038686669144,93.6395724256629,93.9746111123321
"139",139,6.0195769305132,0.308682529399792,93.6717405400869,93.9804230694867
"140",140,6.01422718364037,0.284394947113318,93.7013778692462,93.9857728163596
"141",141,6.00930260854587,0.262014310751058,93.728683080703,93.9906973914541
"142",142,6.00476917698495,0.24139150973486,93.7538393132801,93.995230823015
"143",143,6.00059561998529,0.222388999339195,93.7770153806754,93.9994043800147
"144",144,5.99675319872525,0.204879917928087,93.7983668833466,94.0032468012747
"145",145,5.99321549523585,0.18874726934849,93.8180372354156,94.0067845047641
"146",146,5.98995822109534,0.173883166020776,93.8361586128838,94.0100417789046
"147",147,5.98695904247061,0.160188128515011,93.8528528290143,94.0130409575294
"148",148,5.98419742002406,0.147570437646104,93.8682321423298,94.0158025799759
"149",149,5.98165446235092,0.135945535359428,93.8824000022896,94.0183455376491
"150",150,5.97931279174198,0.125235470909529,93.8954517373484,94.020687208258
"151",151,5.977156421183,0.115368389057067,93.9074751897599,94.022843578817
"152",152,5.97517064160551,0.106278057222113,93.9185513011723,94.0248293583944
"153",153,5.97334191849683,0.0979034287351327,93.9287546527679,94.0266580815031
"154",154,5.97165779705985,0.0901882395199307,93.9381539634201,94.0283422029401
"155",155,5.97010681518829,0.0830806357255274,93.9468125490861,94.0298931848117
"156",156,5.96867842358983,0.0765328299964383,93.9547887464136,94.0313215764101
"157",157,5.96736291245019,0.0705007842332494,93.9621363033165,94.0326370875498
"158",158,5.96615134408551,0.06494391684802,93.9689047390664,94.0338486559144
"159",159,5.96503549107975,0.0598248326621917,93.975139676258,94.0349645089202
"160",160,5.96400777944807,0.055109073728707,93.9808831468231,94.0359922205519
"161",161,5.96306123640749,0.0507648894853216,93.9861738741071,94.0369387635925
"162",162,5.96218944237241,0.0467630247630588,93.9910475328644,94.0378105576275
"163",163,5.9613864868259,0.043076524282803,93.9955369888912,94.0386135131741
"164",164,5.96064692774725,0.0396805523746024,93.9996725198781,94.0393530722527
"165",165,5.95996575430389,0.0365522267487536,94.0034820189473,94.0400342456961
"166",166,5.95933835254034,0.0336704652356004,94.0069911822239,94.0406616474596
"167",167,5.95876047381956,0.0310158444925873,94.0102236816878,94.0412395261804
"168",168,5.95822820579255,0.0285704697528567,94.0132013244545,94.0417717942074
"169",169,5.95773794569088,0.0263178547599469,94.0159441995491,94.0422620543091
"170",170,5.95728637575373,0.0242428110982892,94.0184708131479,94.0427136242462
"171",171,5.95687044061703,0.0223313461895535,94.0207982131933,94.0431295593829
"172",172,5.95648732650608,0.0205705692807921,94.022942104213,94.0435126734939
"173",173,5.95613444208645,0.0189486048020653,94.0249169531114,94.0438655579135
