"","time","S","I","R","Total","Diff_S","Diff_I","Diff_R","Diff_Total"
"188",188,33.3427433010118,0.0188421990370371,66.6384144999512,66.6572566989882,-27.3895279291732,-0.0133150203277876,27.4028429495009,27.3895279291732
"189",189,33.3421353683531,0.0176273297617734,66.6402373018851,66.6578646316469,-27.3890147637942,-0.0125360103785631,27.4015507741727,27.3890147637942
"190",190,33.3415666531541,0.0164907709735609,66.6419425758723,66.6584333468459,-27.3885333414203,-0.0118009414329428,27.4003342828531,27.3885333414203
"191",191,33.3410346249092,0.0154274772000316,66.6435378978907,66.6589653750907,-27.3880817211446,-0.0111074780141724,27.3991891991587,27.3880817211446
"192",192,33.3405369164692,0.0144327277413953,66.6450303557894,66.6594630835308,-27.3876580788963,-0.0104533957673153,27.3981114746636,27.3876580788964
"193",193,33.340071313486,0.0135021058029205,66.646426580711,66.6599286865139,-27.3872607005583,-0.00983657743108988,27.3970972779893,27.3872607005583
"194",194,33.3396357445418,0.0126314789634823,66.6477327764947,66.6603642554582,-27.3868879754774,-0.0092550088192161,27.3961429842965,27.3868879754774
"195",195,33.3392282719151,0.0118169808952255,66.6489547471896,66.6607717280849,-27.3865383903463,-0.00870677483072288,27.3952451651769,27.3865383903463
"196",196,33.3388470829461,0.0110549942547209,66.6500979227992,66.6611529170539,-27.386210523437,-0.00819005550579013,27.3944005789428,27.386210523437
"197",197,33.338490481959,0.0103421346709911,66.65116738337,66.661509518041,-27.3859030391663,-0.0077031221411448,27.3936061613073,27.3859030391663
"198",198,33.3381568827075,0.00967523576048171,66.6521678815321,66.6618431172925,-27.3856146829739,-0.00724433347675875,27.3928590164506,27.3856146829739
"199",199,33.3378448013086,0.00905133510346057,66.6531038635879,66.6621551986914,-27.3853442764988,-0.00681213196358334,27.3921564084623,27.3853442764988
"200",200,33.3375528496335,0.00846766112046374,66.653979489246,66.6624471503665,-27.3850907130334,-0.00640504012027425,27.3914957531536,27.3850907130334
